id,name,WoWCombatLog-090226_172412.txt,WoWCombatLog-080126_225759.txt,WoWCombatLog-090726_185257.txt,WoWCombatLog-091426_172259.txt,WoWCombatLog-092026_142939.txt,WoWCombatLog-090626_142343.txt,WoWCombatLog-090926_174710.txt,WoWCombatLog-091626_172855.txt
1233711,"Hearty Well Fed",6,0,0,0,0,0,0,1
1233712,"Hearty Well Fed",38,5,13,7,9,30,6,12
1233713,"Hearty Well Fed",4,1,2,0,0,5,0,0
1233714,"Hearty Well Fed",20,0,2,15,5,20,12,8
1233724,"Hearty Well Fed",620,15,118,339,207,636,239,201
1233726,"Hearty Well Fed",0,0,0,1,1,2,0,7
1233727,"Hearty Well Fed",1,0,4,3,1,14,0,3
1233729,"Hearty Well Fed",0,0,7,0,0,2,0,0
1233732,"Hearty Well Fed",28,0,6,4,3,11,2,6
1233733,"Hearty Well Fed",1,0,0,0,0,6,1,0
1234189,"Execution Sentence",0,0,0,104,80,0,65,0
1234772,"Best Served Cold",991,0,0,0,8,0,496,601
1234969,"Ethereal Augmentation",506,9,227,305,253,437,197,147
1235057,"Flask of Thalassian Resistance",216,3,78,138,94,273,79,85
1235108,"Flask of the Magisters",1478,25,567,642,483,1204,451,519
1235110,"Flask of the Blood Knights",1657,26,495,647,515,1316,436,390
1235111,"Flask of the Shattered Sun",1280,26,379,645,407,927,380,591
1235193,"Holy Ray",617,3,989,935,906,850,441,54
1235216,"Midnight Perception",0,1,0,0,0,0,0,0
1235378,"Patiently Rewarded",4,3,2,5,0,0,1,5
1235391,"Dark Transformation",173,25,128,107,104,165,305,231
1235568,"Light's Preservation",0,0,0,2,0,0,0,0
1235733,"Shattered Essence",27,0,33,57,4,54,6,7
1235988,"Contract: The K'aresh Trust",0,0,0,0,0,0,1,0
1236550,"Fel Detection",59,0,13,29,9,40,18,22
1236553,"Fel Senses",2,20,11,4,6,6,0,2
1236616,"Light's Potential",143,9,195,218,266,278,242,239
1236763,"Haranir Phial of Perception",2,2,0,1,1,20,7,4
1236767,"Haranir Phial of Finesse",11,1,0,8,4,6,0,1
1236796,"Acting Inconspicuous",0,0,0,2,0,0,0,0
1236797,"Acting Inconspicuous",0,0,0,1,0,0,0,0
1236798,"Acting Inconspicuous",0,0,0,2,1,0,0,0
1236994,"Potion of Recklessness",123,3,153,126,136,201,142,68
1237208,"Ethereal Empowerment",0,0,0,0,0,0,0,1
1237584,"Etheric Victory",5,0,0,3,0,0,0,0
1238467,"Thorn Bloom",0,0,0,0,0,0,27,13
1238495,"Moment of Craving",922,164,700,577,610,928,1293,685
1238686,"Rootwalking",8,1,12,3,4,13,2,1
1238827,"Swift Spectral Dragonhawk",2,0,0,0,0,0,0,0
1238904,"Heart of the Jade Serpent",0,0,0,0,70,0,0,0
1239002,"Lesser Bulwark",0,0,1,0,0,5,9,57
1239091,"Lesser Weapon",2,2,0,0,1,3,6,82
1239123,"Hungering Slash",22,7,26,10,18,38,0,0
1239152,"Blessing: Nalorakk's Pressure",0,0,0,0,4,0,2,0
1239355,"Vicious Thalassian Flask of Honor",34,15,2,12,2,25,1,7
1239385,"Blighted Arrow",0,1,0,0,0,0,0,0
1239479,"Potion of Devoured Dreams",0,0,0,2,0,3,0,0
1239480,"Royal Visage",0,0,3,0,0,0,1,0
1239524,"Eradicate",853,157,600,508,553,906,1070,569
1239525,"Hungering Slash",24,7,151,110,126,185,0,0
1239675,"Latent Energy",3,5,0,8,3,4,0,0
1239755,"Haranir Phial of Ingenuity",13,0,18,27,4,35,14,5
1240000,"Boon of the Oathsworn",1,0,0,0,0,0,1,0
1240002,"Barrier of the Oathsworn",1,0,0,0,0,0,0,0
1240091,"Darkened Waters",0,0,2,3,1,4,0,0
1240896,"Eradicating Arcanocore",2,1,0,1,1,0,0,0
1241059,"Celestial Infusion",0,9,0,0,0,39,0,0
1241077,"Festering Scythe",126,25,103,116,83,127,235,171
1241102,"On the Hunt",2,1,0,0,0,0,2,0
1241109,"Niuzao's Resolve",0,0,1,0,0,0,0,0
1241289,"Arcanoweave Audacity",5,0,4,1,4,3,2,0
1241410,"Hammer of Wrath",66,8,96,241,201,93,122,63
1241530,"Adroit Intuition",0,27,0,0,0,0,0,0
1241569,"Clawing Shadows",129,32,66,61,51,118,170,133
1241625,"Scroll of Resistance",0,0,0,0,0,1,0,0
1241690,"Contract: The Silvermoon Court",0,0,1,4,0,0,0,0
1241691,"Contract: The Silvermoon Court",1,2,1,0,0,3,0,0
1241715,"Might of the Void",1276,201,1293,1190,1305,1315,970,882
1241717,"Seraphic Barrier",0,0,0,8,2,2,1017,0
1241759,"Genius Insight",465,48,897,1018,947,955,547,405
1241761,"Precision of the Dragonhawk",159,30,0,36,1,0,141,0
1241762,"Frenzied Focus",887,46,569,608,512,640,773,501
1241764,"Nature's Tenacity",0,1,0,0,0,0,0,0
1241866,"Glistening Radiance",2352,1,4224,3619,3839,4163,289,1497
1241937,"Soul Immolation",339,73,272,218,282,347,420,228
1241981,"Contract: The Amani Tribe",0,0,0,0,1,3,0,0
1241982,"Contract: The Hara'ti",2,0,0,4,0,3,0,0
1241983,"Contract: The Singularity",0,0,0,0,0,0,2,0
1241984,"Contract: The Amani Tribe",0,2,3,0,1,1,0,0
1241985,"Contract: The Hara'ti",6,0,5,8,9,17,1,0
1241986,"Contract: The Singularity",10,1,1,2,2,2,0,3
1242171,"Void Volley",83,0,389,309,274,378,153,115
1242220,"Hyperthermia",0,0,0,0,0,13,0,0
1242223,"Forbidden Knowledge",100,17,68,57,55,91,172,127
1242347,"Soulgorged Augmentation",3,0,0,8,3,5,0,0
1242504,"Emptiness",102,23,0,0,0,0,160,91
1242654,"Reaping",173,24,124,107,104,165,200,230
1242747,"Inner Flame",26,0,69,64,63,62,30,42
1242759,"Twin Echoes",242,4,253,215,205,260,188,249
1242775,"Farstrider's Step",283,0,139,199,284,185,377,264
1242866,"Raise Dead",25,6,12,25,19,10,41,38
1242974,"Arcane Salvo",2554,122,1002,878,1707,739,2225,2007
1242998,"Lesser Ghoul",230,50,117,95,88,216,332,282
1243075,"The Chaplain's Blessing",3,4,5,3,1,6,0,0
1243113,"Horrific Vision",205,42,758,691,682,729,450,327
1243114,"Vision of N'Zoth",135,31,540,444,421,506,309,215
1243972,"Void-touched Drums",0,1,0,0,0,0,0,0
1244091,"Interpose",3,0,0,6,0,0,0,0
1244092,"Temporal Realignment",37,0,22,20,23,14,94,37
1244157,"Piercing Howl",25,0,25,0,0,0,15,9
1244235,"Rolling Torment",118,21,126,100,114,156,156,84
1244253,"Void",95,2,22,47,25,113,44,50
1244332,"Rot",31,0,4,3,4,5,0,0
1244483,"Sudden Ambush",418,0,0,0,0,0,407,456
1244553,"Hunger for Battle",0,0,0,0,0,0,18,23
1244860,"Chaotic Inferno",40,0,0,0,1,0,49,17
1244893,"Beacon of the Savior",3383,1,7860,8424,8669,8124,1097,2530
1244947,"Alythess's Ire",20,3,0,0,0,0,20,12
1245369,"Beacon of the Savior",3611,0,6759,7328,7813,6822,1220,2871
1245453,"Cull",319,52,311,191,169,254,476,234
1245470,"Reaper's Toll",51,2,371,298,332,461,0,0
1245523,"Reaper's Toll",53,2,376,300,334,464,0,0
1245577,"Soul Fragments",636,134,644,516,600,834,806,433
1245664,"Fiendish Cruelty",240,9,0,0,0,20,246,264
1246023,"Merely a Setback",2,0,0,1,1,24,0,0
1246032,"Explosive Potential",0,0,65,50,53,12,0,0
1246042,"Valiant Crusade",35,1,5,9,27,28,94,8
1246160,"Voidsurge",24,1,128,101,115,161,0,0
1246167,"The Hunt",10,0,63,52,54,84,0,0
1246552,"Empyrean Zapper",1,0,0,0,0,0,0,0
1246768,"Power Word: Shield",8,0,508,706,718,634,474,4
1247511,"Twisted Mana Sprite",0,0,0,0,2,0,0,0
1247577,"Akil'zon's Clarity",117,0,0,0,0,24,151,46
1247578,"Halazzi's Swiftness",0,0,0,0,0,0,147,0
1247579,"Jan'alai's Warmth",52,0,208,114,131,216,105,0
1247730,"Thermal Void",0,137,0,6,4,0,0,0
1247778,"Comet Storm!",0,0,0,14,0,2,0,2
1247908,"Splinterstorm",0,42,0,0,1,0,0,0
1248595,"No Witnesses",0,0,0,1,0,0,0,0
1248705,"Skyfire Heel",9,0,93,5,0,480,0,0
1248775,"Unshakeable Drive",0,0,392,373,69,369,0,0
1248971,"Lucky Coin",0,4,0,297,418,36,1,0
1248992,"Celestial Conduit",0,0,0,0,51,0,0,0
1249093,"Fatebound Coin Flips",1,13,0,433,590,48,5,0
1249462,"Deal: Cartel Zo",0,0,7,0,0,6,0,0
1249465,"Deal: Cartel Ba",0,0,0,0,0,1,0,0
1249467,"Deal: Cartel Om",0,0,0,2,5,0,0,0
1249625,"Zenith",1,0,81,63,70,100,0,0
1249658,"Breath of Sindragosa",0,9,0,10,0,0,0,0
1249753,"Combo Strikes: Rising Sun Kick",36,0,567,486,529,608,5,12
1249754,"Combo Strikes: Spinning Crane Kick",34,2,392,489,516,526,7,2
1249756,"Combo Strikes: Tiger Palm",67,0,948,864,879,926,11,9
1249757,"Combo Strikes: Blackout Kick",15,3,731,494,507,646,5,16
1249758,"Combo Strikes: Fists of Fury",19,0,421,403,491,475,8,7
1249763,"Combo Strikes: Zenith Stomp",6,0,100,121,71,181,3,0
1249764,"Combo Strikes: Crackling Jade Lightning",4,0,0,0,0,2,0,0
1249765,"Combo Strikes: Whirling Dragon Punch",13,0,156,150,196,173,0,0
1249766,"Combo Strikes: Strike of the Windlord",0,0,0,0,0,3,0,0
1249790,"Combo Strikes: Celestial Conduit",0,0,0,0,48,0,0,0
1249791,"Combo Strikes: Touch of Death",26,3,37,35,25,57,18,12
1249810,"Finish the Job",0,4,0,100,141,13,1,0
1249975,"Vampiric Revitalization",0,0,1,1,0,0,0,0
1250331,"Regicide's Reward",0,2,0,177,173,3,0,0
1250491,"Find High-Value Beasts",978,77,230,622,417,983,319,399
1250508,"Emberwing Heatwave",148,35,88,49,0,114,0,0
1250533,"Freightrunner's Flask",214,0,272,222,315,210,232,200
1250554,"Rushing Wind Kick",0,0,192,175,192,197,0,0
1250587,"Binding Flame",35,0,0,0,0,0,2,0
1250729,"Shadowgrafted",6,2,2,0,1,9,3,0
1250987,"Combo Strikes: Rushing Wind Kick",3,0,195,178,189,202,0,1
1251407,"Persistence",47,4,13,5,8,16,7,9
1251417,"Spectral Sight",0,0,0,0,0,1,0,0
1251827,"Akil'zon's Updraft",0,0,0,0,0,0,1,0
1251877,"Gift of an Ancient Guardian",0,4,0,0,0,0,0,0
1251908,"Phoenix Flames",0,0,5,7,4,2,0,0
1252217,"Shadow Mend",0,1,0,0,0,0,0,0
1252415,"Crash Lightning",92,6,0,0,0,6,165,0
1252486,"Hasty Hunt",41,0,5,0,0,28,70,36
1252487,"Focused Hunt",215,55,7,489,359,258,218,258
1252488,"Masterful Hunt",444,0,744,410,301,763,358,561
1252489,"Versatile Hunt",35,0,250,114,20,75,19,104
1252524,"Blessing of the Capybara",0,7,0,72,68,22,80,95
1252613,"Command Squadron",112,16,0,2,0,0,0,28
1252818,"Akil'zon's Cry of Victory",0,0,0,75,77,0,73,104
1253114,"Ever-collapsing Void Fissure",45,0,0,0,0,0,33,0
1253325,"Looming Darkness",0,0,0,0,0,1,0,0
1253591,"Master the Darkness",322,4,471,436,425,433,243,31
1253593,"Void Shield",1159,12,1567,1494,1509,1479,875,98
1253725,"Greater Smite",367,0,22,50,28,95,235,31
1253750,"Stargazer",95,0,63,95,137,106,59,85
1254180,"Xathuux's Last Roar",70,0,71,80,0,72,119,1
1254252,"Lesser Ghoul",223,32,167,86,95,170,300,322
1254331,"Echoing Roar",64,0,68,79,0,65,122,2
1254376,"Hexed Potatoad",1,0,0,1,0,1,0,0
1254577,"Refueling Orb",0,0,0,0,0,99,0,0
1254631,"Trovehunter's Bounty",0,75,0,0,0,0,0,0
1254641,"Rotting Globule",0,1,0,0,0,8,0,0
1254960,"Catching Up",0,1,0,0,0,0,0,0
1255200,"Unstable Felheart Crystal",0,0,0,57,0,0,0,0
1255504,"Solarflare Prism",0,19,210,44,0,244,0,0
1256301,"Voidfall",470,130,174,185,199,181,767,406
1256302,"Voidfall",471,131,206,218,245,217,783,411
1256308,"Dark Matter",127,27,141,151,166,149,178,105
1256322,"Voidfall",427,101,173,178,197,169,704,379
1256576,"Forbidden Sacrifice",166,35,91,96,104,127,252,183
1256579,"Merithra's Blessing",223,7,321,307,316,324,208,210
1256697,"Find Lumber",4482,277,1422,2157,1513,3851,1243,1626
1257052,"Dark Harvest",44,0,0,0,0,8,1,0
1257183,"Nalorakk's Call to War",0,5,0,0,0,0,0,0
1257350,"Fired Up",0,0,0,0,0,32,0,0
1257357,"Umbral Atrium",0,0,1,0,2,8,0,2
1257698,"Visions of the Past",0,0,0,0,0,1,0,0
1258222,"Nalorakk's Rage",136,0,0,0,0,12,312,272
1258223,"Nalorakk's Rage",375,0,94,0,2,114,274,185
1258338,"Stampede!",5,0,251,209,178,179,180,197
1258344,"Stampede",0,0,238,191,163,172,173,195
1258529,"Knowledge of Timeways",1,0,0,0,0,0,0,0
1258861,"Acceptance",3,0,0,0,0,0,0,0
1258885,"Teldrassil's Tenacity",0,0,0,0,26,0,0,0
1258886,"Nordrassil's Sagacity",0,0,0,0,16,0,0,0
1258887,"Amirdrassil's Swiftness",0,0,0,0,15,0,0,0
1258890,"Shaladrassil's Strength",0,0,0,0,29,0,0,0
1259061,"Favored by Kulzi",0,5,0,0,0,24,0,0
1259153,"Wraps of Cosmic Madness",0,2,0,0,0,0,0,0
1259171,"Duplicate",0,9,0,0,0,0,0,0
1259230,"Seized Power",0,9,0,0,0,0,0,0
1259317,"Riftwalker's Temptation",195,0,0,0,0,0,148,0
1259352,"Seed of the Devouring Wild",1,0,0,0,0,0,17,0
1259431,"Predator's Wake",20,1,125,99,111,158,0,0
1259486,"Zero In",1,0,0,0,0,1,0,0
1259491,"Purging Flames",2,2,55,758,545,672,187,478
1259633,"Charge!",73,4,49,53,52,72,0,0
1259647,"W-47CH D0G",14,0,0,0,39,1,0,0
1259988,"Consecrated Chalice",0,0,0,0,0,1,0,0
1260013,"Grim Focus",27,3,1,0,0,14,54,12
1260269,"Shard Instability",70,22,0,0,0,24,0,0
1260279,"Nightfall",0,86,0,0,0,0,0,0
1260316,"Mark of Frost",62,0,0,0,0,0,138,171
1260321,"Permafrost Reservoir",0,0,0,0,0,0,5,2
1260459,"Nullsight",35,12,0,0,0,3,0,0
1260565,"Spiritfont",3,1,0,0,0,2,1,1
1260615,"Radiant Plume",85,27,16,3,5,18,10,9
1260617,"Soothing Mist",0,1,0,0,0,0,0,0
1260619,"Elevated Stagger",0,7,0,0,0,124,0,0
1260784,"Steward's Bauble",1,0,0,0,0,0,0,0
1261125,"Cascading Calamity",41,7,0,0,0,5,1,0
1261185,"Tactical Edge",0,9,0,0,0,0,0,0
1261189,"Crushing Combo",1,3,0,0,0,0,0,0
1261393,"Command Squadron",112,16,0,2,0,0,0,28
1261395,"Command Squadron",112,16,0,2,0,0,0,28
1261442,"Surrender to the Void",0,1,0,0,0,0,0,0
1261702,"Beckon",0,40,0,0,0,0,0,0
1261724,"Tigereye Brew",262,10,163,249,147,333,76,79
1262496,"Light Company Guidon",86,4,49,53,52,72,0,0
1262605,"Flurry Charge",2,0,94,72,0,128,0,0
1262753,"Heart of Ancient Hunger",0,7,0,0,0,0,0,0
1262766,"Benediction",37,2,521,648,658,684,262,1
1262830,"Storm Unleashed",84,7,0,0,0,2,265,0
1263084,"Toggle Find Lumber",1582,81,413,704,485,1364,386,506
1263141,"Gloom-Spattered Dreadscale",0,0,0,0,0,2,0,0
1263263,"Hand of Frost",0,84,0,0,3,0,0,0
1263318,"The Wind Awoken",296,63,0,0,0,0,188,36
1263345,"Swift as a Coursing River",0,0,0,0,0,22,0,0
1263363,"Ascendant Fires",204,0,273,242,143,253,371,478
1263382,"Ascendant Stars",204,0,240,217,128,227,363,475
1263447,"Duskwraith's Infusion",0,0,0,0,0,43,0,0
1263569,"Abomination Limb",1,0,6,7,0,0,0,0
1263644,"Seed of Radiant Hope",4,0,0,1,0,0,0,0
1263727,"Litany of Lightblind Wrath",0,14,0,0,0,9,0,0
1263729,"Blood Mist",0,2,63,53,55,73,0,3
1263768,"Light's Blessing",11,0,147,101,131,17,0,0
1263783,"Holy Echo",0,0,0,0,0,1,0,0
1263789,"Sanguinary Burst",0,2,63,53,54,67,0,3
1263824,"Consumption",0,3,0,0,0,0,0,1
1263861,"Consumption",0,3,0,0,0,0,0,1
1263939,"Unseen Predator's Craving",67,0,0,0,0,0,58,107
1263962,"Stalking Predator",170,0,0,0,0,0,166,189
1264050,"Born in Sunlight",66,0,95,238,199,92,20,54
1264297,"Cold Blood",129,17,779,2874,2990,986,20,50
1264304,"Lifeblood",3,7,0,93,0,0,0,0
1264404,"Cosmic Siphon",136,0,0,135,19,0,0,0
1264407,"Dance of Midnight",0,11,284,341,276,291,0,12
1264426,"Void-Touched",250,8,75,160,155,244,59,106
1264521,"Find Weakness",0,7,43,120,30,59,0,0
1264568,"Dance of Midnight",0,5,156,272,202,257,0,1
1264618,"Sylvan Beckoning",0,1,0,34,102,0,3,15
1264680,"Sylvan Beckoning",0,2,0,34,101,0,1,0
1264905,"Spirit of the Thicket",0,0,0,8,20,0,0,0
1264911,"Spirit of the Thicket",0,0,0,8,20,0,0,0
1264946,"Moonlight Chakram",57,0,17,37,49,41,31,45
1265063,"Bloody Frenzy",1,0,213,196,62,86,181,184
1265140,"Refreshing Drink",0,33,0,0,0,143,0,0
1265145,"Refreshing Drink",0,11,0,0,0,127,0,0
1265307,"Empty Barrel",0,15,0,0,0,95,0,0
1265323,"Despair",2,0,0,2,1,0,0,0
1265389,"Implacable",0,12,0,0,0,0,0,0
1265391,"Implacable",0,10,0,0,0,0,0,0
1265399,"Scent of Blood",0,25,0,0,2,0,0,0
1265406,"Bloodborne",3,10,69,0,21,39,0,0
1265560,"Surge of Adrenaline",0,0,98,0,25,51,0,0
1265566,"A Restless Soul",4,0,0,0,0,2,0,0
1265575,"Executioner's Wrath",0,14,137,0,39,87,0,0
1265630,"Chosen of Frostbrood",1,10,0,17,0,0,0,0
1265639,"Chosen of Frostbrood",1,9,0,17,0,0,0,0
1265751,"Felfire Fist",9,0,2,8,14,15,6,19
1265787,"Implacable Strikes",0,7,0,176,240,23,1,0
1265808,"Umbral Plume",31,2,88,15,5,186,4,1
1265871,"Azure Sweep",0,1,0,2,0,0,0,0
1265931,"Palmed Bullets",2,0,0,0,1,3,0,0
1265935,"Gravedigger",1,0,0,0,0,2,0,0
1265939,"Vision of Nihilam",257,9,0,0,0,14,225,264
1265968,"Boiling Point",1,19,354,392,357,413,0,14
1265982,"Boiling Point",1,19,344,360,339,394,0,13
1266165,"Strafing Run",74,0,0,1,0,0,0,14
1266182,"Bear",22,0,0,0,0,0,0,0
1266184,"Pangolin",26,0,0,0,0,0,0,0
1266197,"Lynx",26,0,0,0,0,0,0,0
1266299,"Fanatical Inspiration",183,0,258,286,149,468,24,0
1266300,"Fanatically Inspired",116,0,252,265,0,686,0,0
1266308,"Divine Resonance",1,0,0,46,80,1,63,0
1266403,"Sacred Duty",0,0,0,0,0,0,3,120
1266508,"Safeguard Prism",10,0,0,0,0,0,9,0
1266536,"Gift of Oddsight",0,0,0,0,0,1,2,0
1266616,"Demon Muzzle",22,0,0,0,0,15,34,2
1266686,"Alnsight",334,136,99,0,0,161,0,131
1266687,"Alnscorned Essence",248,115,70,0,0,118,0,96
1266735,"Serene Surge",0,0,0,0,0,1,0,0
1267055,"Sentinel's Blessing",0,0,0,1,0,0,0,0
1267089,"Stormstream Totem",293,2,1,30,42,81,267,327
1268058,"Deepening Temptation",37,0,0,0,0,0,35,0
1268810,"Vanguard",181,4,10,0,50,49,376,181
1268917,"Unholy Aura",119,53,56,61,65,84,162,123
1269042,"Manifested Demonic Soul",8,1,0,0,0,2,0,0
1269152,"Relaxed",19,3,12,4,6,35,7,17
1269163,"Ancient Arts",0,5,531,870,324,563,0,0
1269170,"Relaxed",4,1,0,4,3,3,0,0
1269171,"Relaxed",11,2,4,6,2,8,0,0
1269179,"Valor",354,10,17,0,75,76,695,320
1269300,"Empowered Strikes",0,48,0,0,0,0,0,0
1269349,"Berserk",10,83,341,0,139,304,0,0
1269391,"Master of Warfare",1039,31,928,1279,333,1279,535,502
1269394,"Master of Warfare",81,5,91,126,52,141,44,44
1269475,"Midnight Angler's Grand Line",127,2,53,72,45,113,36,12
1269517,"Knowledge of Timeways",14,43,4,13,10,17,3,0
1269518,"Mastery of Timeways",1,112,0,1,1,7,0,0
1269521,"Patiently Rewarded",1,0,0,0,0,0,0,0
1269616,"Wild Guardian",2,0,0,1,1,3,0,0
1269643,"Demonic Oculi",2402,628,897,788,928,1083,1428,1557
1269879,"Mind's Eyes",962,164,687,578,690,731,604,651
1269918,"Drink",0,1,0,0,0,0,0,0
1269920,"Food",2,0,0,2,1,2,1,1
1269921,"Food",0,0,1,0,0,0,0,0
1269922,"Food",1,0,0,1,0,4,2,1
1270453,"Mystic Knowledge",0,0,0,0,0,23,0,0
1270476,"Untethered Rage",0,0,83,98,103,93,0,0
1270547,"Seething Anger",0,0,165,156,171,155,0,0
1270731,"Violent Euphoria",328,0,377,429,122,497,174,157
1270840,"Cut to the Bone",0,19,0,0,0,0,0,0
1270843,"Celeritous Conclusion",0,12,0,0,0,0,0,0
1270846,"Celeritous Conclusion",0,12,0,0,0,0,0,0
1270985,"Sunfire Temerity",1,0,16,0,2,8,4,0
1270990,"Potential Energy",0,61,0,0,0,0,1,0
1271092,"Eternal Hunt",0,16,0,58,0,5,0,0
1271144,"Empowered Eye Beam",0,7,0,18,0,3,0,0
1271199,"Blighted",0,45,0,0,0,118,0,0
1271383,"Masterwork: Bulwark",1,0,1,1,0,2,3,22
1271436,"Masterwork: Weapon",2,1,1,0,0,1,2,25
1271737,"Rune of Anchoring",4,0,0,0,2,5,0,0
1271783,"Rising Fury",43,0,0,0,0,0,0,7
1271799,"Risen Fury",0,1,0,0,0,0,0,0
1271973,"Dominating Victory",7,0,3,0,0,0,0,0
1271975,"Blightfall",5,0,0,0,0,0,0,0
1272101,"Thunderous Velocity",0,4,0,0,0,0,0,0
1272298,"Light-Blessed Shield",0,21,0,0,0,0,0,0
1272300,"Blessing of Potency",0,0,0,0,0,1,0,0
1272307,"Cosmic Ritual",0,0,0,0,1,0,0,3
1272321,"Blessing of Potency",674,35,227,390,223,614,175,233
1272350,"Blessing of Zeal",705,69,272,498,215,782,211,267
1272376,"Celestial Might",0,5,0,0,0,0,0,0
1272388,"Blessing of Zeal",0,0,1,0,0,0,0,0
1272460,"Ultradon Cuirass",0,0,0,0,0,1,1,0
1272462,"Volatile Instinct",23,1,129,101,115,161,0,0
1272482,"Cosmic Bell",0,0,0,1,0,0,0,0
1272576,"Brann-O-Vision 3000",1,0,0,0,0,1,0,0
1272710,"Crimson Blessing",778,40,268,312,245,655,224,237
1272711,"Veiled Blessing",282,28,114,171,116,224,79,111
1272713,"Sentinel's Blessing",752,30,251,430,258,762,187,202
1272778,"Voidrush",51,2,251,200,226,317,0,0
1272850,"Initiator's Edge",0,0,0,14,0,22,0,0
1272942,"Telluric Leyblossom",0,0,0,1,0,0,0,0
1273155,"Raptor Swipe!",2,0,0,3,0,2,0,0
1276166,"Dominion of Argus",249,39,198,180,191,206,166,183
1276610,"Devour Magic",3,11,0,9,1,1,0,0
1276623,"Singe Magic",147,16,118,114,126,147,104,119
1276677,"Fiber of Living Agony",138,0,0,0,0,0,215,273
1276720,"Nature's Ally",0,3,1646,1244,1403,1210,1102,1215
1276767,"Tyrant's Oblation",249,38,198,180,191,206,166,183
1277009,"Overpowered Missiles",941,0,322,245,516,259,756,681
1277026,"Hammer of Wrath",101,3,3,0,16,17,169,95
1277461,"Drink",8,0,2,10,13,0,3,4
1277482,"Voidlust",115,0,0,0,0,0,113,0
1277549,"Focus Fire",125,0,23,62,93,80,73,99
1277952,"Gillfish",0,0,0,0,1,0,0,0
1278009,"Phalanx",1448,0,0,5,24,3,1015,1090
1278800,"Natural Resilience",2,0,0,0,0,0,0,0
1278914,"Dream Guide",2,0,0,0,0,0,0,0
1279347,"Quick Draw",888,0,168,495,693,545,473,722
1279437,"Crushing Void",194,0,767,708,715,773,376,315
1280078,"Darkspear Dasher",0,11,0,0,3,8,0,0
1280172,"Shadowfiend",45,11,255,186,182,247,101,103
1281559,"Hellbent Commander",1099,80,590,678,682,902,497,526
1282018,"Animated Bench",1,0,2,0,0,0,0,0
1282029,"Blinky's Collar",858,61,206,395,225,668,231,286
1282419,"Volatile Venom",1,0,8,1,0,0,0,0
1282501,"Dominion of Argus: Lady Sacrolash",140,26,125,128,118,131,119,134
1282502,"Dominion of Argus: Grand Warlock Alythess",137,31,122,113,143,141,112,121
1282570,"Forbidden Ritual",0,53,0,0,0,0,0,0
1283372,"Well Fed",1,0,0,0,2,0,1,0
1283490,"Pango Plating",10,0,0,3,1,11,1,1
1283502,"Saptor Salve",37,0,4,6,4,28,4,7
1283804,"Pufflung Bubble",0,0,0,0,0,0,0,1
1284616,"Well Fed",38,2,7,24,9,16,5,0
1284617,"Well Fed",20,0,4,7,8,14,7,4
1284618,"Well Fed",19,2,2,2,7,10,1,1
1284619,"Well Fed",1,0,1,0,0,1,0,0
1284641,"Hearty Well Fed",8,0,2,0,8,11,0,0
1284642,"Hearty Well Fed",4,0,8,1,2,6,2,1
1284643,"Hearty Well Fed",20,0,5,3,3,19,6,2
1284644,"Hearty Well Fed",12,3,0,4,9,19,4,1
1284650,"Hearty Well Fed",2,0,0,0,0,1,0,0
1284698,"Sporelord's Mycelium",0,1,0,0,0,0,0,0
1285017,"Axegrinder",0,0,3,0,0,7,0,0
1285161,"Protective Toadstools",247,33,0,0,0,0,219,0
1285644,"Hearty Well Fed",1159,14,612,439,323,668,383,678
1286013,"Perfected Vantus Runes",0,0,0,0,0,5,0,0
1286014,"Perfected Missives",4,0,0,6,0,12,0,0
1286015,"Perfected Milling",2,0,0,1,0,3,0,0
1286016,"Perfected Inks",0,0,0,4,1,8,0,2
1286017,"Perfected Contracts",1,0,0,0,0,2,0,0
1286018,"Perfected Ciphers",1,0,0,0,1,5,0,2
1286837,"Gravebound",0,0,8,0,0,2,0,3
1287425,"Void-Touched Orbs",2303,86,2384,2561,2287,3475,946,1076
1287665,"Rune of Lingering",2815,65,4410,4907,5267,4333,3174,2936
1287770,"Rune of the Versatile Warrior",0,10,236,288,226,380,0,0
1287771,"Rune of Masterful Cunning",1728,17,1840,2515,2309,1820,2287,2117
1287772,"Rune of Critical Power",2472,34,2593,2770,2756,2759,2167,2337
1287774,"Rune of Burning Haste",1449,9,766,1053,943,980,1471,763
1287955,"Rune of Void-Tainted Shell",257,1,635,640,564,542,298,130
1287978,"Rune of Lynxlike Reflexes",98,1,159,263,247,227,136,78
1288210,"Reroll",2,0,1,1,0,0,4,0
1288764,"Spirit Walk",69,0,6,54,414,45,34,64
1288945,"Imp Lord",129,10,110,104,113,123,97,110
1288950,"Fel Ravager",0,10,0,0,0,0,0,0
1289063,"Rune of Echoes",0,0,465,415,419,462,0,0
1289650,"Visage Chosen Identity Tracker [DNT]",10,90,2,2,5,5,3,2
1289789,"Battle Visage",81,18,26,78,33,75,41,53
1290707,"Y'mera's Invisibility",0,0,0,0,0,2,0,0
1290807,"Leona's Spectral Attunement",1,0,4,0,2,8,2,2
1290886,"Umbral Spectral Attunement",0,0,0,0,0,0,0,2
1290926,"Food",0,0,0,0,0,1,0,0
1291337,"Through the Rift",0,0,0,0,0,5,0,0
1291402,"Through the Rift",0,0,0,5,0,0,0,0
1291484,"Zenith Stomp",1,0,3,26,0,37,0,0
